Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,fail_reason,nom_classification,is_provincia,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier
Laboratorio Camicerie Eugenia Speri,SOTTOPORT. delle ACQUE 5013,,Camiceria,,,,,,,5,page_5_semantic.csv,cover_ads,,,,,False,"Nominatim failed: query=Sottoportego delle Acque, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Sottoportego delle Acque, Venezia, Italy",False,,,nominatim_failed,
Istituto Solesini,"ponte della Guerra, S. Maria Formosa",Terese,,Pietro Apostolo,Torcello,",",,,,95,page_95_semantic.csv,religious,,,,Santa Maria Formosa,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Figlie di S. Giuseppe di Torino,"San Martolo, campiello Cercot",FAMIGLIE RELIGIOSE FEMMINILI,,Pietro Apostolo,Torcello,",",,,,95,page_95_semantic.csv,religious,,,,,False,"Nominatim failed: query=Campiello Cercot, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Campiello Cercot, Venezia, Italy",False,,,nominatim_failed,
Suore di Carità di Nevers,"San Martolo, campiello Cercot",FAMIGLIE RELIGIOSE FEMMINILI,,Pietro Apostolo,Torcello,"Scuole interiori e oride, | Frari",,,,95,page_95_semantic.csv,religious,,,,,False,"Nominatim failed: query=Campiello Cercot, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Campiello Cercot, Venezia, Italy",False,,,nominatim_failed,
,Istituto S. M. dei Pisti. Bim Bartore e Penin-tenti: Casa padale della Giudecca,FAMIGLIE RELIGIOSE FEMMINILI,,Pietro Apostolo,Torcello,",",,,,95,page_95_semantic.csv,religious,,,GIUDECCA,,False,"Nominatim failed: query=Casa padale della Giudecca, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Casa padale della Giudecca, Venezia, Italy",False,,,nominatim_failed,
,Istituto S. M. dei Pisti. Bim Bartore e Penin-tenti: Casa padale della Giudecca,FAMIGLIE RELIGIOSE FEMMINILI,,Pietro Apostolo,Torcello,"Istituto Chioita a S. Stefano, con convitto",,,,95,page_95_semantic.csv,religious,,,GIUDECCA,,False,"Nominatim failed: query=Casa padale della Giudecca, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Casa padale della Giudecca, Venezia, Italy",False,,,nominatim_failed,
Suore Domenicane Imeldine,Campo S. Maria dei Miracoli,,,PARROCCHIE E SUCCURALI,,",",,,,96,page_96_semantic.csv,religious,,,,,False,"Nominatim failed: query=Campo Santa Maria dei Miracoli, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Campo Santa Maria dei Miracoli, Venezia, Italy",False,,,nominatim_failed,
Piccole Figlie di S. Giuseppe,3. Piccole Figlie di S. Giuseppe,,,PARROCCHIE E SUCCURALI,,(Asilo Tre Ponti),,,,96,page_96_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Ancelle di Gesù Bambino,4. Ancelle di Gesù Bambino,,,PARROCCHIE E SUCCURALI,,Istituto Silvestri ai Gesuiti,,,,96,page_96_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Suore Missionarie Regina Apostolorum,Calle Vetturi,,,PARROCCHIE E SUCCURALI,,",",,,,96,page_96_semantic.csv,religious,,,,,False,"Nominatim failed: query=Calle Vetturi, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Calle Vetturi, Venezia, Italy",False,,,nominatim_failed,
Suore Sacramentine,S. Pietro in Bosco,Oriago-Borbiago,,PARROCCHIE E SUCCURALI,,",",,,,96,page_96_semantic.csv,religious,,,,San Pietro,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Suore Salesie,11. Suore Salesie,,,PARROCCHIE E SUCCURALI,,S. Cassiano e Catecumeni,,,,96,page_96_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Sorelle dei Poveri,12. Sorelle dei Poveri,,,PARROCCHIE E SUCCURALI,,Istituto alla Ca di Dio,,,,96,page_96_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Suore Francescane di Cristo Re,14. Suore Francescane di Cristo Re,,,PARROCCHIE E SUCCURALI,,S. Francesco della Vigna e Jesolo,,,,96,page_96_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Suore Missionarie Francescane di Gemona,16. Suore Missionarie Francescane di Gemona,,,PARROCCHIE E SUCCURALI,,Alberoni,,,,96,page_96_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Figlie del Cuor di Gesù,18. Figlie del Cuor di Gesù,via Navarrino,,PARROCCHIE E SUCCURALI,,", | Lido",,,,96,page_96_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Suore di S. Paolo,S. Marco,,,PARROCCHIE E SUCCURALI,,",",,,,96,page_96_semantic.csv,religious,,,SAN MARCO,,False,"Nominatim failed: query=Chiesa di San Marco, Venezia, Italy | type=place_of_worship class=amenity",no_civic_number,inside_venice,False,"Chiesa di San Marco, Venezia, Italy",False,,,nominatim_failed,
Finzi cav. uff. Aldo.,"SS. Filippo e Giacomo, Calle Castagna - Ponte Storto",,,Commissario,,",",,,,96,page_96_semantic.csv,religious,,,,San Giacomo dell'Orio,False,"Nominatim failed: query=Chiesa dei Santi Filippo e Giacomo, Venezia, Italy | type=place_of_worship class=amenity",no_civic_number,inside_venice,False,"Chiesa dei Santi Filippo e Giacomo, Venezia, Italy",False,,,nominatim_failed,
Cornalci Benedetto,"SS. Filippo e Giacomo, Calle Castagna - Ponte Storto",,,Segretario,,",",,,,96,page_96_semantic.csv,religious,,,,San Giacomo dell'Orio,False,"Nominatim failed: query=Chiesa dei Santi Filippo e Giacomo, Venezia, Italy | type=place_of_worship class=amenity",no_civic_number,inside_venice,False,"Chiesa dei Santi Filippo e Giacomo, Venezia, Italy",False,,,nominatim_failed,
"Istituto del Nastro Azzurro, Federazione Provinciale di Venezia",Piazza S. Marco - Palazzo ex Reale,,,,,,,,,97,page_97_semantic.csv,religious,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Carlon Eugenio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Coletti Attilio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Lamberti Giorgio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Levi Raffaello,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Mariotti Murio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Marchini Giorgio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Pastega Giorgio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Scarpa Stefano,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Zanotto Giuseppe,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Consiglieri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Fuga Mario,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Sindaci,,",",,,,97,page_97_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Valentini Elio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Sindaci,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo Reale, Venezia, Italy",False,,,nominatim_failed,
Paolini Riccardo,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Sindaci,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo Reale, Venezia, Italy",False,,,nominatim_failed,
Cadel Rodolfo,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Sindaci supplenti.,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo Reale, Venezia, Italy",False,,,nominatim_failed,
Seguso Guido,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,Sindaci supplenti.,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo Reale, Venezia, Italy",False,,,nominatim_failed,
"Unione Nazionale Ufficiali in Congedo d’Italia, Gruppo regionale Veneto e Venezia Tridentino",S. Marco Ascensione,SEZIONE DI VENEZIA,,,,",",,,,97,page_97_semantic.csv,religious,,,SAN MARCO,,False,"Nominatim failed: query=Chiesa di San Marco Ascensione, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Chiesa di San Marco Ascensione, Venezia, Italy",False,,,nominatim_failed,
Filippone ten. col. Giovanni,S. Marco Ascensione,SEZIONE DI VENEZIA,,Capo Gruppo regionale,,",",,,,97,page_97_semantic.csv,religious,,,SAN MARCO,,False,"Nominatim failed: query=Chiesa di San Marco Ascensione, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Chiesa di San Marco Ascensione, Venezia, Italy",False,,,nominatim_failed,
"Associazione Nazionale Reduci, Federazione Provinciale di Venezia",Palazzo ex Reale,SEZIONE DI VENEZIA,,,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo Reale, Venezia, Italy",False,,,nominatim_failed,
Rossi dr. Giuseppe Ferruccio,Palazzo ex Reale,SEZIONE DI VENEZIA,,Presidente,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo Reale, Venezia, Italy",False,,,nominatim_failed,
Marconi dr. Mario,Palazzo ex Reale,SEZIONE DI VENEZIA,,V. Pres.,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo Reale, Venezia, Italy",False,,,nominatim_failed,
Marconatti avv. Guglielmo,Palazzo ex Reale,SEZIONE DI VENEZIA,,Segretario,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo Reale, Venezia, Italy",False,,,nominatim_failed,
Campi Giovanni,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Russo Ettore,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Bellavitis Michele,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Sartori Olindo,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Pres.: Scarpa col. Angelo Paolo,Palazzo ex Reale,SEZIONE DI VENEZIA,,,,Portogruaro,,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Pres.: Galassini Ezio,Palazzo ex Reale,SEZIONE DI VENEZIA,,,,S. Donà di Piave,,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Pres.; Borto Bruno,Palazzo ex Reale,SEZIONE DI VENEZIA,,,,Dolo,,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Rossi dr. Giuseppe Ferruccio,Palazzo ex Reale,SEZIONE DI VENEZIA,,Presidente,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Campi Giovanni,Palazzo ex Reale,SEZIONE DI VENEZIA,,V. Pres.,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Marconatti avv. Guglielmo,Palazzo ex Reale,SEZIONE DI VENEZIA,,Segretario,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Marconi dr. Mario,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Russo Ettore,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Bellavitis Michele,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Sartori Olindo,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Gini Guido,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Russo Aldo,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Valente Mario,Palazzo ex Reale,SEZIONE DI VENEZIA,,Membri,,",",,,,97,page_97_semantic.csv,religious,,,,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
"A. N. P. I. Associazione Nazionale Partigiani d’Italia, Comitato Provinciale di Venezia",Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,,,,",",,,,97,page_97_semantic.csv,religious,32.0,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",number_not_in_reference,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Vedova Gino,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,,Segretario,,",",,,,97,page_97_semantic.csv,religious,32.0,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",number_not_in_reference,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
Glatz Arturo,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,,Organizmatore,,",",,,,97,page_97_semantic.csv,religious,32.0,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Reale, Venezia, Italy | type=nan class=nan",number_not_in_reference,inside_venice,False,"Palazzo ex Reale, Venezia, Italy",False,,,nominatim_failed,
avv. Guido Franceschinis,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Vice Pres.,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Gino Gazzini,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Segretario,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Arcangeli Ing. Olivero,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Franceschinis avv. Guido,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Gazzini Gino,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Giandomenici avv. Manlio,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Martinuzzi prof. Napoleone,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Matter dr. Camillo,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Neri Ilario,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Pomi Prof. Alessandro,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Renosto prof. Renato,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Vallot prof. Virgilio,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Zuffelato maestro Guido,S. Marco - Palazzo ex Prigioni,SEZIONE DI VENEZIA,,Consiglio Direttivo,CIRCOLO ARTISTICO DI VENEZIA,,,,,98,page_98_semantic.csv,other,,,SAN MARCO,,False,"Nominatim failed: query=Palazzo ex Prigioni, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Palazzo ex Prigioni, Venezia, Italy",False,,,nominatim_failed,
Manzini dr. Federico,Castello n. 2845 - A.,,,Federazione delle Federazioni Sportive,Fid. Prov.,",",,,,99,page_99_semantic.csv,other,2845.0,A,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,False,,,nominatim_failed,
Leone Giuseppe,"Via Francesco Duodo, 10",,,Federazione delle Federazioni Sportive,Fid. Prov.,",",,,,99,page_99_semantic.csv,other,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Fuga D.: Delfo,"Rio Marin, 992 C",,,Federazione delle Federazioni Sportive,Pres. Zonale,",",,,,99,page_99_semantic.csv,other,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Della Casa,"Rio Marin, 992 C, Accademia 878",Accademia,,Pres. Sez. Prov.,BICROMIE TRICROMIE FOTOLITO,Dr. Luigi,,,,99,page_99_semantic.csv,other,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Lebretom Olvando,Madonna dell'Orto 3499,Madonna dell'Orto,,Rap. pres. Prov.,BICROMIE TRICROMIE FOTOLITO,",",,,,99,page_99_semantic.csv,other,,,,,False,"Nominatim failed: query=Chiesa della Madonna dell'Orto, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Chiesa della Madonna dell'Orto, Venezia, Italy",False,,,nominatim_failed,
Della Casa Dr. Luigi,Accademia 878,Accademia,,Fid. Prov.,BICROMIE TRICROMIE FOTOLITO,",",,,,99,page_99_semantic.csv,other,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Scalabrin Antonio,Accademia 878,S. Gerema,,presso Fe.,Fid. Prov.,",",,,,99,page_99_semantic.csv,other,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Dr. Armando Gavagnin,Via XII Marzo,,,Segretario,Partito D'Azione,,,,,100,page_100_semantic.csv,other,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,False,,,nominatim_failed,
Biancheri dr. Luigi,Calle degli Avvocati 3918,,,Presidente Straordinario e Regionale,Partito Democratico Italiano,,,,,100,page_100_semantic.csv,other,,,,,False,"Nominatim failed: query=Calle degli Avvocati, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Calle degli Avvocati, Venezia, Italy",False,,,nominatim_failed,
Foglia dr. Giuseppe,Calle degli Avvocati 3918,,,Presidente Comunale,Partito Democratico Italiano,,,,,100,page_100_semantic.csv,other,,,,,False,"Nominatim failed: query=Calle degli Avvocati, Venezia, Italy | type=nan class=nan",no_civic_number,inside_venice,False,"Calle degli Avvocati, Venezia, Italy",False,,,nominatim_failed,
