Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,geocoding_tier,match_confidence,nominatim_query,llm_cleaned_address,nominatim_flagged,matched_lat,matched_lon
Simionato Ernesto,"Mestre, Piazza 27 ottobre, 70",Mestre,Elettricisti e Idraulici,,,",",,,199,page_199_semantic.csv,industria,,,,,False,"Nominatim outside: Piazza 27 Ottobre 70, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Piazza 27 Ottobre 70, Mestre, Italy","Piazza 27 Ottobre 70, Mestre",True,45.4921106,12.2442183
S.V.I.E.,"Mestre, Piazza 27 ottobre, 70, Cannaregio 3608",Marghera,Cannaregio,,,Soc. Veneta Impianti Elettrici,,,199,page_199_semantic.csv,industria,27.0,,CANNAREGIO,,False,"Nominatim outside: Piazza 27 Ottobre 70, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,number_not_in_reference,outside_venice,5f,nominatim_outside_flagged,"Piazza 27 Ottobre 70, Mestre, Italy","Piazza 27 Ottobre 70, Mestre",True,45.4921106,12.2442183
Teardo Pietro,"Mestre, Piazza 27 ottobre, 70, Cannaregio 3608, Lista di Spagna, 242",Marghera,Elettricisti e Idraulici,,,"Impianti idraulici ed Elettrici,  Riparazioni Radio,  Negozio di vendita",,,199,page_199_semantic.csv,industria,27.0,,CANNAREGIO,,False,"Nominatim outside: Piazza 27 Ottobre 70, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,number_not_in_reference,outside_venice,5f,nominatim_outside_flagged,"Piazza 27 Ottobre 70, Mestre, Italy","Piazza 27 Ottobre 70, Mestre",True,45.4921106,12.2442183
Sideotecqia Veneta di Giuseppe Sacca,Mestre Via Piave 63,Mestre,Elettrodi,,,",",,,199,page_199_semantic.csv,industria,,,,,False,"Nominatim outside: Via Piave 63, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Piave 63, Mestre, Italy","Via Piave 63, Mestre",True,45.4884356,12.2346126
S. A. Fabbrica Italiana elettrodi,Marghere Via delle Macchine,Marghera,Elettrodi,,,",",,,199,page_199_semantic.csv,industria,,,,,False,"Nominatim outside: Via delle Macchine, Marghera, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via delle Macchine, Marghera, Italy","Via delle Macchine, Marghera",True,45.4746902,12.2385516
Sideotecnica Veneta di Giuseppe Sacca,"Mestre, Via Piave n. 63",Mestre,Elettrosiacetilene,,,Economizzatori,,,200,page_200_semantic.csv,industria,,,,,False,"Nominatim outside: Via Piave 63, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Piave 63, Mestre, Italy","Via Piave 63, Mestre",True,45.4884356,12.2346126
,P. Marghera Via Elettricità 18,Mestre,,,,Economizzatori,,,200,page_200_semantic.csv,industria,,,,,False,"Nominatim outside: Via Elettricità 18, Marghera, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Elettricità 18, Marghera, Italy","Via Elettricità 18, Marghera",True,45.4740644,12.2336774
S. A. Pubblici Esercizi (SAPX),"Ca' d'Oro, n. 3935",Mestre,Esercizio caffè,,,"ristorante ed affini,",,,200,page_200_semantic.csv,industria,,,,,False,"Nominatim outside: Ca' d'Oro 3935, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Ca' d'Oro 3935, Mestre, Italy","Ca' d'Oro 3935, Mestre",True,45.4949568,12.2721291
G. PIAZZA,"Via Elettricità, 18",P. MARGHERA,COPERTURE - RIVESTIMENTI - TUBAZIONI,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: Via Elettricità 18, Marghera, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Elettricità 18, Marghera, Italy","Via Elettricità 18, Marghera",True,45.4740644,12.2336774
Eternit,"Via Elettricità, 18",P. MARGHERA,COPERTURE - RIVESTIMENTI - TUBAZIONI,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: Via Elettricità 18, Marghera, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Elettricità 18, Marghera, Italy","Via Elettricità 18, Marghera",True,45.4740644,12.2336774
Berengo F.lli,Via Torre Belfredo,Mestre,Febbri ferrai e meccecini,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: Via Torre Belfredo, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Torre Belfredo, Mestre, Italy","Via Torre Belfredo, Mestre",True,45.4967348,12.2424073
Bertoni Giuseppe,S. Girolamo 7,Mestre,Febbri ferrai e meccecini,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: S. Girolamo 7, Mestre, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"S. Girolamo 7, Mestre, Italy","S. Girolamo 7, Mestre",True,45.4953331,12.2440801
Chiaro Pietro,Via Ca' d'Oro 14,Mestre Bissuola,Febbri ferrai e meccecini,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: Via Ca' d'Oro 14, Mestre Bissuola, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Ca' d'Oro 14, Mestre Bissuola, Italy","Via Ca' d'Oro 14, Mestre Bissuola",True,45.4949568,12.2721291
Costantini Ettore,S. Francesco 3201,Mestre,Febbri ferrai e meccecini,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: S. Francesco 3201, Mestre, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"S. Francesco 3201, Mestre, Italy","S. Francesco 3201, Mestre",True,45.4864679,12.2344885
Favaretto Giacomo,Via Torre Belfredo 62,Mestre,Febbri ferrai e meccecini,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: Via Torre Belfredo 62, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Torre Belfredo 62, Mestre, Italy","Via Torre Belfredo 62, Mestre",True,45.4977049,12.2388681
Longega Giuseppe,S. Polo 1941,Mestre,Febbri ferrai e meccecini,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,1941.0,,SAN POLO,,False,"Nominatim outside: S. Polo 1941, Mestre, Italy | type=residential class=highway | FLAGGED",False,number_not_in_reference,outside_venice,5f,nominatim_outside_flagged,"S. Polo 1941, Mestre, Italy","S. Polo 1941, Mestre",True,45.4932395,12.2514194
Tagliaferro Giovanni,S. Sofia 4225-A,Mestre,Febbri ferrai e meccecini,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: S. Sofia 4225-A, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"S. Sofia 4225-A, Mestre, Italy","S. Sofia 4225-A, Mestre",True,45.4887297,12.1971488
Cooperativa caricatori e scaricatori FF. SS.,Via Trento 2,Mestre,Facchini pubblici,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: Via Trento 2, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Trento 2, Mestre, Italy","Via Trento 2, Mestre",True,45.4886088,12.2238877
Pelisatti Giovanni,Piazza 27 Ottobre 55,Mestre,Facchini pubblici,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: Piazza 27 Ottobre 55, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Piazza 27 Ottobre 55, Mestre, Italy","Piazza 27 Ottobre 55, Mestre",True,45.4921106,12.2442183
Pannelli in Legno Compresso,Via Elettricità 18,P. MARGHERA,Fasite,,,Tel. 50.665,,,201,page_201_semantic.csv,industria,,,,,False,"Nominatim outside: Via Elettricità 18, Marghera, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Elettricità 18, Marghera, Italy","Via Elettricità 18, Marghera",True,45.4740644,12.2336774
Bonel Angelo Antonio,"Lido, Via Malamocco 89",Zelarino,Falegnami,,,"FALEGNAMERIE,",,,202,page_202_semantic.csv,industria,,,,,False,"Nominatim outside: Via Malamocco 89, Lido, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Malamocco 89, Lido, Italy","Via Malamocco 89, Lido",True,45.4019185,12.3613375
Brunello Luigi,"Mestre, Via Costa 10",Zelarino,Falegnami,,,"FALEGNAMERIE,",,,202,page_202_semantic.csv,industria,,,,,False,"Nominatim outside: Via Costa 10, Mestre, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Costa 10, Mestre, Italy","Via Costa 10, Mestre",True,45.4877375,12.248906
Impresa Giuseppe Vettore & Figli S.A.,"Costruzioni Edili, Ferroviarie, Idrauliche-Stradali, Stabilimento per la Lavorazione del Legno, S. Girolamo, 3010",Zelarino,Telefono 24910,,,"FALEGNAMERIE,",,,202,page_202_semantic.csv,industria,,,,,False,"Nominatim outside: S. Girolamo 3010, Zelarino, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"S. Girolamo 3010, Zelarino, Italy","S. Girolamo 3010, Zelarino",True,45.5112916,12.2095155
Bulegnato Giuseppe,"Favaro Veneto, Via San Donà",Zelarino,Falegnami,,,"FALEGNAMERIE,",,,202,page_202_semantic.csv,industria,,,,,False,"Nominatim outside: Via San Donà, Favaro Veneto, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via San Donà, Favaro Veneto, Italy","Via San Donà, Favaro Veneto",True,45.5035181,12.2646323
Busso G.azzidio,Carpenedo Via S. Donà 111,Zelarino,Falegnami,,,"FALEGNAMERIE,",,,202,page_202_semantic.csv,industria,,,,,False,"Nominatim outside: Via S. Donà 111, Carpenedo, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via S. Donà 111, Carpenedo, Italy","Via S. Donà 111, Carpenedo",True,45.5043475,12.2540045
Chioggi Giuseppe,Mestre Via Cà D'Oro 14,Mestre,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via Cà D'Oro 14, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Cà D'Oro 14, Mestre, Italy","Via Cà D'Oro 14, Mestre",True,45.4949568,12.2721291
Degan Beniamino,Mestre Via Spalti,Mestre,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via Spalti, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Spalti, Mestre, Italy","Via Spalti, Mestre",True,45.4976958,12.2438553
Dinstro Luigi,Marghera Via Rizzardi 9,Marghera,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via Rizzardi 9, Marghera, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Rizzardi 9, Marghera, Italy","Via Rizzardi 9, Marghera",True,45.4802755,12.2346865
Feltrinelli Giovanni,Murano Fondamenta Navagero 68,Murano,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Fondamenta Navagero 68, Murano, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Fondamenta Navagero 68, Murano, Italy","Fondamenta Navagero 68, Murano",True,45.4560796,12.3568835
Manprin Luigi,Lido Via D. Michiel 6,Lido,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via D. Michiel 6, Lido, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via D. Michiel 6, Lido, Italy","Via D. Michiel 6, Lido",True,45.6391117,13.0373676
Menegazzi e Fusaro,Mestre Via Sarpi 24,Mestre,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via Sarpi 24, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Sarpi 24, Mestre, Italy","Via Sarpi 24, Mestre",True,45.4923027,12.2434984
Regazzi Egidio,Lido Via Nani 19,Lido,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via Nani 19, Lido, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Nani 19, Lido, Italy","Via Nani 19, Lido",True,45.4115088,12.3698345
Robato Guerrino,Mestre Via Cappuccina 71,Mestre,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via Cappuccina 71, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Cappuccina 71, Mestre, Italy","Via Cappuccina 71, Mestre",True,45.4859854,12.2377485
Santonii Giovanni,Marghera Via Fratelli Bandiera 12-13,Marghera,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via Fratelli Bandiera 12-13, Marghera, Italy | type=secondary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Fratelli Bandiera 12-13, Marghera, Italy","Via Fratelli Bandiera 12-13, Marghera",True,45.4803666,12.2345767
Santori Ludio,Mestre Via Rosa 16,Mestre,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Via Rosa 16, Mestre, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Rosa 16, Mestre, Italy","Via Rosa 16, Mestre",True,45.4922724,12.2393632
Toso Filippo,Murano fdm. Serenella 7,Murano,Camicerie da uomo,,,"FALEGNAMERIE,",,,203,page_203_semantic.csv,industria,,,,,False,"Nominatim outside: Fondamenta Serenella 7, Murano, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Fondamenta Serenella 7, Murano, Italy","Fondamenta Serenella 7, Murano",True,45.4529002,12.3479272
Feltrificio Veneto S. A.,Via de- le Macchine 2,Marghera,Feltri pe carriere,,,"FALEGNAMERIE,",,,204,page_204_semantic.csv,industria,,,,,False,"Nominatim outside: Via delle Macchine 2, Marghera, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via delle Macchine 2, Marghera, Italy","Via delle Macchine 2, Marghera",True,45.4757228,12.2349659
D’Este Francesco,via Galuppi,Burano,Ferramenta e colori,,,"FALEGNAMERIE,",,,204,page_204_semantic.csv,industria,,,,,False,"Nominatim outside: Via Galuppi, Burano, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Galuppi, Burano, Italy","Via Galuppi, Burano",True,45.4852565,12.4179034
D'Este Francesco,Via Galuppi,Burano,Ferramenta e metalli,,,"S.A.G.I.M.,S. Polo 1976 A"", , ,",,,205,page_205_semantic.csv,industria,,,,,False,"Nominatim outside: Via Galuppi, Burano, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Galuppi, Burano, Italy","Via Galuppi, Burano",True,45.4852565,12.4179034
Pietro Barazzi fu Giovanni,Campo del Fri 3013 (di fronte alla Chiesa),Murano,Officina per la lavorazione di oggetti Artistici,,," Fonderie di metalli un genere,  Bronzi,  Leghe leggere,  Ferro battuto,  Filigrana,  Armature,  Piatti cesellati,  sbalzati ed Incisi,  Specialità maniglierie in qualsiasi genere",,,205,page_205_semantic.csv,industria,,,,,False,"Nominatim outside: Campo del Fri 3013, Murano, Italy | type=bridge class=man_made | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Campo del Fri 3013, Murano, Italy","Campo del Fri 3013, Murano",True,45.4606259,12.3541979
Soc. An. Polvere di metalli,Via Marghera 105,Mestre,Cantieri Navali,,,", Cantieri Navali",,,207,page_207_semantic.csv,industria,,,,,False,"Nominatim outside: Via Marghera 105, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Marghera 105, Mestre, Italy","Via Marghera 105, Mestre",True,45.4771171,12.2663538
Casarin Carlo,Via del Forte,Carpenedo,Fornaci da calce e laterizi,,,Fornaci da calce e laterizi,,,207,page_207_semantic.csv,industria,,,,,False,"Nominatim outside: Via del Forte, Carpenedo, Italy | type=unclassified class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via del Forte, Carpenedo, Italy","Via del Forte, Carpenedo",True,45.5186526,12.2280162
Eraclit Venier S.A.P.,Via Elettricità 14,Marghera,Fornaci da calce e laterizi,,,Fornaci da calce e laterizi,,,207,page_207_semantic.csv,industria,,,,,False,"Nominatim outside: Via Elettricità 14, Marghera, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Elettricità 14, Marghera, Italy","Via Elettricità 14, Marghera",True,45.477356,12.2355908
F.E.R.A.T,Via Circonvallazione 2/F,Mestre,Forniture e rappresentanze articoli tecnici,,,Actis Caporale Letizia,,,208,page_208_semantic.csv,industria,,,,,False,"Nominatim outside: Via Circonvallazione 2/F, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Circonvallazione 2/F, Mestre, Italy","Via Circonvallazione 2/F, Mestre",True,45.4941984,12.2359926
Aguiari Foto,Strada Nuova 4302-4309-4460,Lido,"Lo Studio del Ritratto Artistico, Tutto per la Fotografia",,,"Tel. 24-031, 25-192 25-476",,,208,page_208_semantic.csv,industria,,,,,False,"Nominatim outside: Strada Nuova 4302, Lido, Italy | type=unclassified class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Strada Nuova 4302, Lido, Italy","Strada Nuova 4302, Lido",True,45.3476222,12.3229873
Molin Gaetano,S. Ma'co 948-A,Mestre,Fotografie,,,(fabbriche),,,209,page_209_semantic.csv,industria,,,,,False,"Nominatim outside: S. Marco 948-A, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"S. Marco 948-A, Mestre, Italy","S. Marco 948-A, Mestre",True,45.4894507,12.2522869
Muldurin,Castello 8630,Mestre,Fotografie,,,(fabbriche),,,209,page_209_semantic.csv,industria,8630.0,,CASTELLO,,False,"Nominatim outside: Castello 8630, Mestre, Italy | type=service class=highway | FLAGGED",False,number_not_in_reference,outside_venice,5f,nominatim_outside_flagged,"Castello 8630, Mestre, Italy","Castello 8630, Mestre",True,45.4960418,12.245379
Paginario Antonio,Castello 2145,Mestre,,,,4 Cantoni 777,,,209,page_209_semantic.csv,industria,2145.0,,CASTELLO,,False,"Nominatim outside: Castello 2145, Mestre, Italy | type=service class=highway | FLAGGED",False,number_not_in_reference,outside_venice,5f,nominatim_outside_flagged,"Castello 2145, Mestre, Italy","Castello 2145, Mestre",True,45.4960418,12.245379
Pravo-' Amadeo,Castello 542,Mestre,Fotografie,,,(fabbriche),,,209,page_209_semantic.csv,industria,542.0,,CASTELLO,,False,"Nominatim outside: Castello 542, Mestre, Italy | type=service class=highway | FLAGGED",False,number_not_in_reference,outside_venice,5f,nominatim_outside_flagged,"Castello 542, Mestre, Italy","Castello 542, Mestre",True,45.4960418,12.245379
Scarabello Cav. Giove,S. Marco 1551,Lido,Fotografie,,,(fabbriche),,,209,page_209_semantic.csv,industria,1551.0,,SAN MARCO,,False,"Nominatim outside: S. Marco 1551, Lido, Italy | type=unclassified class=highway | FLAGGED",False,number_not_in_reference,outside_venice,5f,nominatim_outside_flagged,"S. Marco 1551, Lido, Italy","S. Marco 1551, Lido",True,43.9101522,10.2422786
Pistolato Antonio,"Zelarino, Via Gatta",Rialto,Frumento,,,(fabbriche),,,211,page_211_semantic.csv,industria,,,SAN POLO,,True,"Nominatim outside: Via Gatta, Zelarino, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Gatta, Zelarino, Italy","Via Gatta, Zelarino",True,45.5325662,12.2253335
Antonello Cesare,"Zelarino, Via Gatta",Rialto,Frutta,,,(fabbriche),,,211,page_211_semantic.csv,industria,,,SAN POLO,,True,"Nominatim outside: Via Gatta, Zelarino, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Gatta, Zelarino, Italy","Via Gatta, Zelarino",True,45.5325662,12.2253335
Pleselà Emilia,Via Verdi 72,Mestre,Frutta,,,(fabbriche),,,211,page_211_semantic.csv,industria,,,,,False,"Nominatim outside: Via Verdi 72, Mestre, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Verdi 72, Mestre, Italy","Via Verdi 72, Mestre",True,45.4928729,12.2355747
Tommasini Marcello,Via Mestr. 10,Mestre,Frutta,,,(fabbriche),,,211,page_211_semantic.csv,industria,,,,,False,"Nominatim outside: Via Mestrina 10, Mestre, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Mestrina 10, Mestre, Italy","Via Mestrina 10, Mestre",True,45.4899062,12.2474012
Boscolo Guido,Via Olivi 13,Mestre,Frutta e verdura GROSSISTI,,,(fabbriche),,,211,page_211_semantic.csv,industria,,,,,False,"Nominatim outside: Via Olivi 13, Mestre, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Olivi 13, Mestre, Italy","Via Olivi 13, Mestre",True,45.49125,12.2414996
Moro Aldo,Via Olivi 13,Mestre,Frutta e verdura GROSSISTI,,,(fabbriche),,,211,page_211_semantic.csv,industria,,,,,False,"Nominatim outside: Via Olivi 13, Mestre, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Olivi 13, Mestre, Italy","Via Olivi 13, Mestre",True,45.49125,12.2414996
Longega Francesco (ditta),S. Polo 1901,Mestre,Ghiacciaie,,,Fornitori di bordo,,,212,page_212_semantic.csv,industria,1901.0,,SAN POLO,,False,"Nominatim outside: S. Polo 1901, Mestre, Italy | type=residential class=highway | FLAGGED",False,number_not_in_reference,outside_venice,5f,nominatim_outside_flagged,"S. Polo 1901, Mestre, Italy","S. Polo 1901, Mestre",True,45.4932395,12.2514194
Sbroggio Mario,Via Rizzardi 5,Marghera,Ghiaccio,,,Category: Ghiacciaie,,,213,page_213_semantic.csv,industria,,,,,False,"Nominatim outside: Via Rizzardi 5, Marghera, Italy | type=tertiary class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Rizzardi 5, Marghera, Italy","Via Rizzardi 5, Marghera",True,45.4801492,12.2325772
Zacchello Maddalena,Via Olivi 7,Mestre,Ghiaccio,,,Category: Ghiacciaie,,,213,page_213_semantic.csv,industria,,,,,False,"Nominatim outside: Via Olivi 7, Mestre, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Olivi 7, Mestre, Italy","Via Olivi 7, Mestre",True,45.49125,12.2414996
Cecchinato Enrico,Via Puccini 3,Mestre,Ghiaia,,,Category: Ghiacciaie,,,213,page_213_semantic.csv,industria,,,,,False,"Nominatim outside: Via Puccini 3, Mestre, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Puccini 3, Mestre, Italy","Via Puccini 3, Mestre",True,45.4912441,12.2348066
Stajano Giuseppe,Via Adamello 11,Mestre,Giocattoli,,,Category: Ghiacciaie,,,213,page_213_semantic.csv,industria,,,,,False,"Nominatim outside: Via Adamello 11, Mestre, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Adamello 11, Mestre, Italy","Via Adamello 11, Mestre",True,45.4882072,12.2304053
Zordan Gino,Circonvallazione 2,Mestre,Giocattoli,,,Category: Ghiacciaie,,,213,page_213_semantic.csv,industria,,,,,False,"Nominatim outside: Circonvallazione 2, Mestre, Italy | type=tertiary class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Circonvallazione 2, Mestre, Italy","Circonvallazione 2, Mestre",True,45.4959448,12.2359773
Chiavegato Carlo,Via Verdi 45,Mestre,Giornali,,,Category: Ghiacciaie,,,214,page_214_semantic.csv,industria,,,,,False,"Nominatim outside: Via Verdi 45, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Verdi 45, Mestre, Italy","Via Verdi 45, Mestre",True,45.4928729,12.2355747
Dal Bo Marco,Via Spalti 224,Mestre,Giornali,,,Category: Ghiacciaie,,,214,page_214_semantic.csv,industria,,,,,False,"Nominatim outside: Via Spalti 224, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Spalti 224, Mestre, Italy","Via Spalti 224, Mestre",True,45.4976958,12.2438553
Frison Giovanni,Via Spalti 224,Mestre,Giornali,,,Cavalcavia,,,214,page_214_semantic.csv,industria,,,,,False,"Nominatim outside: Via Spalti 224, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Spalti 224, Mestre, Italy","Via Spalti 224, Mestre",True,45.4976958,12.2438553
Palazzi Bruno,Via Piave 64,Mestre,Gemme per veicoli,,,Category: Ghiacciaie,,,214,page_214_semantic.csv,industria,,,,,False,"Nominatim outside: Via Piave 64, Mestre, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Piave 64, Mestre, Italy","Via Piave 64, Mestre",True,45.4916749,12.2358887
