Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,matched_lat,matched_lon,matched_parish,matched_sestiere,matched_lett,all_doors,match_confidence,match_note
Viscuso Giulio fu Franco,S. Marco 926,Lido,Assicurazioni,,,PELLESTRINA,,,,149,page_149_semantic.csv,industria,926.0,,SAN MARCO,,45.43506960808775,12.337047240588932,San Marco,SAN MARCO,A,"[{""lett"": ""A"", ""lat"": 45.43507, ""lon"": 12.337047}, {""lett"": """", ""lat"": 45.435083, ""lon"": 12.337034}]",unique_parish_in_sestiere,"num=926.0: 2 doors, all in same parish; using first"
Società Anonima Madonnina,"San Marco, 1165, B",Lido,Commercio terreni,,,PELLESTRINA,,,,149,page_149_semantic.csv,industria,1165.0,,SAN MARCO,,45.43441623425729,12.336493878738812,San Marco,SAN MARCO,,"[{""lett"": """", ""lat"": 45.434416, ""lon"": 12.336494}, {""lett"": ""B"", ""lat"": 45.434448, ""lon"": 12.336457}, {""lett"": ""C"", ""lat"": 45.434475, ""lon"": 12.336423}, {""lett"": ""A"", ""lat"": 45.434432, ""lon"": 12.336476}]",unique_parish_in_sestiere,"num=1165.0: 4 doors, all in same parish; using first"
S.E.C.,"San Marco, 1165, B",Lido,Attività Immobiliari in genere,,,Venezia,,,,149,page_149_semantic.csv,industria,1165.0,,SAN MARCO,,45.43441623425729,12.336493878738812,San Marco,SAN MARCO,,"[{""lett"": """", ""lat"": 45.434416, ""lon"": 12.336494}, {""lett"": ""B"", ""lat"": 45.434448, ""lon"": 12.336457}, {""lett"": ""C"", ""lat"": 45.434475, ""lon"": 12.336423}, {""lett"": ""A"", ""lat"": 45.434432, ""lon"": 12.336476}]",unique_parish_in_sestiere,"num=1165.0: 4 doors, all in same parish; using first"
Soc. An. Gestione Autorimesse S.A.G.A.,San Marco 181,Mestre,Autotrasporti,,,PELLESTRINA,,,,150,page_150_semantic.csv,industria,181.0,,SAN MARCO,,45.43477080336342,12.33858409749736,San Marco,SAN MARCO,,"[{""lett"": """", ""lat"": 45.434771, ""lon"": 12.338584}, {""lett"": ""A"", ""lat"": 45.434752, ""lon"": 12.338546}]",unique_parish_in_sestiere,"num=181.0: 2 doors, all in same parish; using first"
Francescani Ing. Carlino.,Piazzale Roma S. Croce 274,Venezia,Autotrasporti,,,telef. 26889,,,,150,page_150_semantic.csv,industria,274.0,,SANTA CROCE,,45.43752173233937,12.3197397830976,San Nicola da Tolentino,SANTA CROCE,A,"[{""lett"": ""A"", ""lat"": 45.437522, ""lon"": 12.31974}, {""lett"": """", ""lat"": 45.436855, ""lon"": 12.319914}]",unique_parish_in_sestiere,"num=274.0: 2 doors, all in same parish; using first"
FRANCESCONI Ing. CARLINO,Piazzale Roma S. Croce 274,Venezia,Autotrasporti,,,Tel. 26-889,,,,150,page_150_semantic.csv,industria,274.0,,SANTA CROCE,,45.43752173233937,12.3197397830976,San Nicola da Tolentino,SANTA CROCE,A,"[{""lett"": ""A"", ""lat"": 45.437522, ""lon"": 12.31974}, {""lett"": """", ""lat"": 45.436855, ""lon"": 12.319914}]",unique_parish_in_sestiere,"num=274.0: 2 doors, all in same parish; using first"
Cogo Aldo,S. Marco 2553.,Marghera,Cantieri Navali,,,PELLESTRINA,,,,151,page_151_semantic.csv,industria,2553.0,,SAN MARCO,,45.433174682437695,12.333325711802187,Santa Maria Zobenigo,SAN MARCO,,"[{""lett"": """", ""lat"": 45.433175, ""lon"": 12.333326}, {""lett"": ""A"", ""lat"": 45.433174, ""lon"": 12.333278}]",unique_parish_in_sestiere,"num=2553.0: 2 doors, all in same parish; using first"
Duzzi Amos,Cannaregio 5396.,Marghera,Cantieri Navali,,,PELLESTRINA,,,,151,page_151_semantic.csv,industria,5396.0,,CANNAREGIO,,45.4401317754759,12.339634383488312,San Canziano,CANNAREGIO,,"[{""lett"": """", ""lat"": 45.440132, ""lon"": 12.339634}, {""lett"": ""A"", ""lat"": 45.440102, ""lon"": 12.339627}]",unique_parish_in_sestiere,"num=5396.0: 2 doors, all in same parish; using first"
l’Italia Fluviale S. A.,S. Marco 2554.,Marghera,Cantieri Navali,,,navigazione interna,,,,151,page_151_semantic.csv,industria,2554.0,,SAN MARCO,,45.43317540314104,12.333231375767811,Santa Maria Zobenigo,SAN MARCO,,"[{""lett"": """", ""lat"": 45.433175, ""lon"": 12.333231}, {""lett"": ""A"", ""lat"": 45.43318, ""lon"": 12.333116}]",unique_parish_in_sestiere,"num=2554.0: 2 doors, all in same parish; using first"
Molin Luigi,"Castello, 470.",Marghera,Cantieri Navali,,,PELLESTRINA,,,,151,page_151_semantic.csv,industria,470.0,,CASTELLO,,45.43305931020441,12.356728183929564,San Pietro,CASTELLO,A,"[{""lett"": ""A"", ""lat"": 45.433059, ""lon"": 12.356728}, {""lett"": """", ""lat"": 45.433028, ""lon"": 12.356615}, {""lett"": ""B"", ""lat"": 45.43304, ""lon"": 12.356664}]",unique_parish_in_sestiere,"num=470.0: 3 doors, all in same parish; using first"
Samassa dr. Ettore Antonio,S. Polo 3082.,Marghera,Cantieri Navali,,,PELLESTRINA,,,,151,page_151_semantic.csv,industria,3082.0,,SAN POLO,,45.43791362676525,12.32331975453836,Santa Maria Gloriosa,SAN POLO,,"[{""lett"": """", ""lat"": 45.437914, ""lon"": 12.32332}, {""lett"": ""B"", ""lat"": 45.43766, ""lon"": 12.323108}]",unique_parish_in_sestiere,"num=3082.0: 2 doors, all in same parish; using first"
S. A. Panificatori acquisti collettivi S. P. A.,Cannaregio 2290.,Marghera,Cantieri Navali,,,PELLESTRINA,,,,151,page_151_semantic.csv,industria,2290.0,,CANNAREGIO,,45.442519636749275,12.33250618236583,Santi Ermagora e Fortunato,CANNAREGIO,B,"[{""lett"": ""B"", ""lat"": 45.44252, ""lon"": 12.332506}, {""lett"": """", ""lat"": 45.442388, ""lon"": 12.33262}]",unique_parish_in_sestiere,"num=2290.0: 2 doors, all in same parish; using first"
"S. A. T. L., Servizi Autotrasporti Industriali",Cannaregio 2290.,Mestre,Cantieri Navali,,,PELLESTRINA,,,,151,page_151_semantic.csv,industria,2290.0,,CANNAREGIO,,45.442519636749275,12.33250618236583,Santi Ermagora e Fortunato,CANNAREGIO,B,"[{""lett"": ""B"", ""lat"": 45.44252, ""lon"": 12.332506}, {""lett"": """", ""lat"": 45.442388, ""lon"": 12.33262}]",unique_parish_in_sestiere,"num=2290.0: 2 doors, all in same parish; using first"
Scrola Gino,S. Croce 1202,Mestre,Avvolgimento Motori,,,Officina elettro Meccanica,,,,154,page_154_semantic.csv,industria,1202.0,,SANTA CROCE,,45.44084035614629,12.324973922578424,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.44084, ""lon"": 12.324974}, {""lett"": ""A"", ""lat"": 45.440876, ""lon"": 12.325076}]",unique_parish_in_sestiere,"num=1202.0: 2 doors, all in same parish; using first"
,S. Croce 1202,S. Marco,Bagni Pubblici,,,"Bagni e Doccie, cl. della Verona",,,,154,page_154_semantic.csv,industria,1202.0,,SANTA CROCE,,45.44084035614629,12.324973922578424,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.44084, ""lon"": 12.324974}, {""lett"": ""A"", ""lat"": 45.440876, ""lon"": 12.325076}]",unique_parish_in_sestiere,"num=1202.0: 2 doors, all in same parish; using first"
,S. Croce 1202,Bragora Pescheria,Bagni Pubblici,,,Bagni e doccie comunali alla Bragora,,,,154,page_154_semantic.csv,industria,1202.0,,SANTA CROCE,San Giovanni Bragora,45.44084035614629,12.324973922578424,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.44084, ""lon"": 12.324974}, {""lett"": ""A"", ""lat"": 45.440876, ""lon"": 12.325076}]",unique_parish_in_sestiere,"num=1202.0: 2 doors, all in same parish; using first"
,S. Croce 1202,Dorsoduro,Bagni Pubblici,,,Bagni e Doccie Comunali al Malcontento,,,,154,page_154_semantic.csv,industria,1202.0,,SANTA CROCE,,45.44084035614629,12.324973922578424,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.44084, ""lon"": 12.324974}, {""lett"": ""A"", ""lat"": 45.440876, ""lon"": 12.325076}]",unique_parish_in_sestiere,"num=1202.0: 2 doors, all in same parish; using first"
,S. Croce 1202,Mestre,Bagni Pubblici,,,"Bagni e Doccie Comunali, Isola Giudecca, (nei pressi dell’Asilo Comunale)",,,,154,page_154_semantic.csv,industria,1202.0,,SANTA CROCE,,45.44084035614629,12.324973922578424,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.44084, ""lon"": 12.324974}, {""lett"": ""A"", ""lat"": 45.440876, ""lon"": 12.325076}]",unique_parish_in_sestiere,"num=1202.0: 2 doors, all in same parish; using first"
,S. Croce 1202,Campo SS, Giov. e Paolo,,,"Bagni Pubblici, Ospedale Civile",,,,154,page_154_semantic.csv,industria,1202.0,,SANTA CROCE,,45.44084035614629,12.324973922578424,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.44084, ""lon"": 12.324974}, {""lett"": ""A"", ""lat"": 45.440876, ""lon"": 12.325076}]",unique_parish_in_sestiere,"num=1202.0: 2 doors, all in same parish; using first"
,S. Croce 1202,Mestre,Banche,,,(vedi istituti di credito),,,,154,page_154_semantic.csv,industria,1202.0,,SANTA CROCE,,45.44084035614629,12.324973922578424,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.44084, ""lon"": 12.324974}, {""lett"": ""A"", ""lat"": 45.440876, ""lon"": 12.325076}]",unique_parish_in_sestiere,"num=1202.0: 2 doors, all in same parish; using first"
,S. Croce 1202,Mestre,Banchi Lotto,,,Banco Lotto n. 1 | San Luo,,,,154,page_154_semantic.csv,industria,1202.0,,SANTA CROCE,,45.44084035614629,12.324973922578424,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.44084, ""lon"": 12.324974}, {""lett"": ""A"", ""lat"": 45.440876, ""lon"": 12.325076}]",unique_parish_in_sestiere,"num=1202.0: 2 doors, all in same parish; using first"
Bar americano S. A.,S. Marco 302,Mestre,Bar,,,",",,,,154,page_154_semantic.csv,industria,302.0,,SAN MARCO,,45.434753015017534,12.33900806666344,San Marco,SAN MARCO,A,"[{""lett"": ""A"", ""lat"": 45.434753, ""lon"": 12.339008}, {""lett"": """", ""lat"": 45.434756, ""lon"": 12.338959}]",unique_parish_in_sestiere,"num=302.0: 2 doors, all in same parish; using first"
Cargnina Antonietta in Bacheletta,S. Marcos 169,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,169.0,,SAN MARCO,,45.43445023233055,12.337858502795722,San Marco,SAN MARCO,A,"[{""lett"": ""A"", ""lat"": 45.43445, ""lon"": 12.337859}, {""lett"": """", ""lat"": 45.434442, ""lon"": 12.337865}]",unique_parish_in_sestiere,"num=169.0: 2 doors, all in same parish; using first"
Cavalloti Giuseppe,Castello 5786,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,5786.0,,CASTELLO,,45.436975004140095,12.339873569179696,Santa Maria Formosa,CASTELLO,B,"[{""lett"": ""B"", ""lat"": 45.436975, ""lon"": 12.339874}, {""lett"": ""C"", ""lat"": 45.437015, ""lon"": 12.339959}, {""lett"": ""A"", ""lat"": 45.437029, ""lon"": 12.339991}, {""lett"": """", ""lat"": 45.436989, ""lon"": 12.339904}]",unique_parish_in_sestiere,"num=5786.0: 4 doors, all in same parish; using first"
Cendron Alessandrina,Cannaregio 6066,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,6066.0,,CANNAREGIO,,45.43986400156444,12.339403207874224,San Canziano,CANNAREGIO,B,"[{""lett"": ""B"", ""lat"": 45.439864, ""lon"": 12.339403}, {""lett"": ""A"", ""lat"": 45.439843, ""lon"": 12.339365}, {""lett"": """", ""lat"": 45.439842, ""lon"": 12.339278}, {""lett"": ""C"", ""lat"": 45.439896, ""lon"": 12.339445}]",unique_parish_in_sestiere,"num=6066.0: 4 doors, all in same parish; using first"
Dal Mas Guglielmo,Castello 4830,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,4830.0,,CASTELLO,,45.43636900492813,12.342140824642994,San Zaccaria,CASTELLO,A,"[{""lett"": ""A"", ""lat"": 45.436369, ""lon"": 12.342141}, {""lett"": """", ""lat"": 45.436384, ""lon"": 12.342213}]",unique_parish_in_sestiere,"num=4830.0: 2 doors, all in same parish; using first"
Da Tos Ettore,S. Marco 5453,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,5453.0,,SAN MARCO,,45.43772717045822,12.337356099056729,San Salvador,SAN MARCO,,"[{""lett"": """", ""lat"": 45.437727, ""lon"": 12.337356}, {""lett"": ""A"", ""lat"": 45.43775, ""lon"": 12.337366}]",unique_parish_in_sestiere,"num=5453.0: 2 doors, all in same parish; using first"
De Ceno Pietro Romano,Cannaregio 116,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,116.0,,CANNAREGIO,,45.44154659484234,12.322572813702104,San Geremia,CANNAREGIO,,"[{""lett"": """", ""lat"": 45.441547, ""lon"": 12.322573}, {""lett"": ""C"", ""lat"": 45.441585, ""lon"": 12.322607}]",unique_parish_in_sestiere,"num=116.0: 2 doors, all in same parish; using first"
Fersuoch Angelo,Castello 6779,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,6779.0,,CASTELLO,,45.43889422772156,12.341795278010746,Santi Giovanni e Paolo,CASTELLO,A,"[{""lett"": ""A"", ""lat"": 45.438894, ""lon"": 12.341795}, {""lett"": """", ""lat"": 45.438941, ""lon"": 12.341784}]",unique_parish_in_sestiere,"num=6779.0: 2 doors, all in same parish; using first"
Finato e C.,S. Marco 1165,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,1165.0,,SAN MARCO,,45.43441623425729,12.336493878738812,San Marco,SAN MARCO,,"[{""lett"": """", ""lat"": 45.434416, ""lon"": 12.336494}, {""lett"": ""B"", ""lat"": 45.434448, ""lon"": 12.336457}, {""lett"": ""C"", ""lat"": 45.434475, ""lon"": 12.336423}, {""lett"": ""A"", ""lat"": 45.434432, ""lon"": 12.336476}]",unique_parish_in_sestiere,"num=1165.0: 4 doors, all in same parish; using first"
Fullin Nicola,S. Polo 61,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,61.0,,SAN POLO,,45.438623326210426,12.334948704015847,San Silvestro,SAN POLO,,"[{""lett"": """", ""lat"": 45.438623, ""lon"": 12.334949}, {""lett"": ""A"", ""lat"": 45.43856, ""lon"": 12.334907}]",unique_parish_in_sestiere,"num=61.0: 2 doors, all in same parish; using first"
Parenti Giuseppina,S. Croce 187,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,187.0,,SANTA CROCE,,45.43783761334017,12.32133224831908,San Nicola da Tolentino,SANTA CROCE,C,"[{""lett"": ""C"", ""lat"": 45.437838, ""lon"": 12.321332}, {""lett"": ""B"", ""lat"": 45.437759, ""lon"": 12.321512}, {""lett"": ""A"", ""lat"": 45.437799, ""lon"": 12.32133}]",unique_parish_in_sestiere,"num=187.0: 3 doors, all in same parish; using first"
Pastega Teresa in Rigon,Cannaregio 3843,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,3843.0,,CANNAREGIO,,45.44130037302824,12.333941357995291,San Felice,CANNAREGIO,,"[{""lett"": """", ""lat"": 45.4413, ""lon"": 12.333941}, {""lett"": ""A"", ""lat"": 45.441276, ""lon"": 12.333992}]",unique_parish_in_sestiere,"num=3843.0: 2 doors, all in same parish; using first"
Pellegrini Angelo,Castello 4685,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,4685.0,,CASTELLO,,45.43442158744952,12.34287800101782,San Zaccaria,CASTELLO,A,"[{""lett"": ""A"", ""lat"": 45.434422, ""lon"": 12.342878}, {""lett"": """", ""lat"": 45.434461, ""lon"": 12.342895}]",unique_parish_in_sestiere,"num=4685.0: 2 doors, all in same parish; using first"
Rampazzo Ampelio,S. Croce 745,Mestre,Bar,,,",",,,,155,page_155_semantic.csv,industria,745.0,,SANTA CROCE,,45.44077692088276,12.323064847679024,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.440777, ""lon"": 12.323065}, {""lett"": ""A"", ""lat"": 45.440813, ""lon"": 12.323016}]",unique_parish_in_sestiere,"num=745.0: 2 doors, all in same parish; using first"
Ravagnan Nicola,S. Croce 745,Vaporino Venezia Chioggia,Bar,,,CATEGORY_NAME,,,,155,page_155_semantic.csv,industria,745.0,,SANTA CROCE,,45.44077692088276,12.323064847679024,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.440777, ""lon"": 12.323065}, {""lett"": ""A"", ""lat"": 45.440813, ""lon"": 12.323016}]",unique_parish_in_sestiere,"num=745.0: 2 doors, all in same parish; using first"
Rinaldi Elisa,S. Croce 745,int. Teatro Rossini,Bar,,,CATEGORY_NAME,,,,155,page_155_semantic.csv,industria,745.0,,SANTA CROCE,,45.44077692088276,12.323064847679024,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.440777, ""lon"": 12.323065}, {""lett"": ""A"", ""lat"": 45.440813, ""lon"": 12.323016}]",unique_parish_in_sestiere,"num=745.0: 2 doors, all in same parish; using first"
Scorzon Giovanni,S. Polo 313,Mestre,Barbieri,,,Murano,,,,156,page_156_semantic.csv,industria,313.0,,SAN POLO,,45.4394081381888,12.333958217450624,San Silvestro,SAN POLO,,"[{""lett"": """", ""lat"": 45.439408, ""lon"": 12.333958}, {""lett"": ""A"", ""lat"": 45.439424, ""lon"": 12.333975}]",unique_parish_in_sestiere,"num=313.0: 2 doors, all in same parish; using first"
Selega Amedeo,S. Polo 225,Mestre,Barbieri,,,Murano,,,,156,page_156_semantic.csv,industria,225.0,,SAN POLO,,45.43907585654703,12.334595314612336,San Silvestro,SAN POLO,B,"[{""lett"": ""B"", ""lat"": 45.439076, ""lon"": 12.334595}, {""lett"": ""A"", ""lat"": 45.439013, ""lon"": 12.334612}]",unique_parish_in_sestiere,"num=225.0: 2 doors, all in same parish; using first"
Tassinari Aldo,Castello 1814,Mestre,Barbieri,,,Murano,,,,156,page_156_semantic.csv,industria,1814.0,,CASTELLO,,45.432541371020626,12.354894298908016,San Pietro,CASTELLO,,"[{""lett"": """", ""lat"": 45.432541, ""lon"": 12.354894}, {""lett"": ""A"", ""lat"": 45.432545, ""lon"": 12.354915}]",unique_parish_in_sestiere,"num=1814.0: 2 doors, all in same parish; using first"
Zotti Ida,Cannaregio 556,Mestre,Barbieri,,,Murano,,,,156,page_156_semantic.csv,industria,556.0,,CANNAREGIO,,45.43942019087975,12.321176381991307,San Geremia,CANNAREGIO,,"[{""lett"": """", ""lat"": 45.43942, ""lon"": 12.321176}, {""lett"": """", ""lat"": 45.445013, ""lon"": 12.321676}]",unique_parish_in_sestiere,"num=556.0: 2 doors, all in same parish; using first"
S.A.B.R.A. Soc. An. Bar Ristoranti e Affini,"Foscarì co. Paolo, S. Polo, 806, Piazzale Roma",Mestre,Bar,,," Caffè ed Affini, Società per la gestione",,,,156,page_156_semantic.csv,industria,806.0,,SAN POLO,,45.43837299707624,12.333555642227678,San Silvestro,SAN POLO,,"[{""lett"": """", ""lat"": 45.438373, ""lon"": 12.333556}, {""lett"": ""A"", ""lat"": 45.438444, ""lon"": 12.333404}]",unique_parish_in_sestiere,"num=806.0: 2 doors, all in same parish; using first"
Bravin Mario,S. Croce 661,Mestre,Barbieri,,,Category: Barbieri,,,,156,page_156_semantic.csv,industria,661.0,,SANTA CROCE,,45.43908986718989,12.323376646857575,San Simeone Profeta,SANTA CROCE,A,"[{""lett"": ""A"", ""lat"": 45.43909, ""lon"": 12.323377}, {""lett"": """", ""lat"": 45.439069, ""lon"": 12.323403}]",unique_parish_in_sestiere,"num=661.0: 2 doors, all in same parish; using first"
Chinellato Secondo,S. Croce 496-B,Mestre,Barbieri,,,Category: Barbieri,,,,156,page_156_semantic.csv,industria,496.0,B,SANTA CROCE,,45.43898298722852,12.317086380264527,San Nicola da Tolentino,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.438983, ""lon"": 12.317086}, {""lett"": ""C"", ""lat"": 45.438978, ""lon"": 12.317134}, {""lett"": ""D"", ""lat"": 45.43882, ""lon"": 12.317354}, {""lett"": ""E"", ""lat"": 45.438788, ""lon"": 12.317412}, {""lett"": ""F"", ""lat"": 45.438731, ""lon"": 12.317515}, {""lett"": ""G"", ""lat"": 45.438675, ""lon"": 12.317615}, {""lett"": ""H"", ""lat"": 45.438645, ""lon"": 12.317669}, {""lett"": ""I"", ""lat"": 45.438613, ""lon"": 12.317726}, {""lett"": ""L"", ""lat"": 45.438576, ""lon"": 12.317793}, {""lett"": ""M"", ""lat"": 45.43856, ""lon"": 12.317822}, {""lett"": ""N"", ""lat"": 45.438521, ""lon"": 12.317893}, {""lett"": ""O"", ""lat"": 45.438511, ""lon"": 12.317911}, {""lett"": ""P"", ""lat"": 45.438505, ""lon"": 12.317921}, {""lett"": ""Q"", ""lat"": 45.43849, ""lon"": 12.317949}, {""lett"": ""R"", ""lat"": 45.438483, ""lon"": 12.31796}, {""lett"": ""S"", ""lat"": 45.438481, ""lon"": 12.317971}, {""lett"": ""T"", ""lat"": 45.438468, ""lon"": 12.31803}, {""lett"": ""U"", ""lat"": 45.438441, ""lon"": 12.318079}, {""lett"": ""Z"", ""lat"": 45.438422, ""lon"": 12.318114}]",unique_parish_in_sestiere,"num=496.0: 19 doors, all in same parish; using first"
Corrà Giacomo,S. Marco 1100,Mestre,Barbieri,,,Category: Barbieri,,,,156,page_156_semantic.csv,industria,1100.0,,SAN MARCO,,45.43447923774337,12.337076505484704,San Marco,SAN MARCO,A,"[{""lett"": ""A"", ""lat"": 45.434479, ""lon"": 12.337077}, {""lett"": """", ""lat"": 45.434498, ""lon"": 12.337054}]",unique_parish_in_sestiere,"num=1100.0: 2 doors, all in same parish; using first"
Di Cordaro 4 Trevisan,Giudecca 279,Mestre,Barbieri,,,Category: Barbieri,,,,156,page_156_semantic.csv,industria,279.0,,GIUDECCA,,45.42522998556139,12.328397682394082,Giudecca2,GIUDECCA,C,"[{""lett"": ""C"", ""lat"": 45.42523, ""lon"": 12.328398}, {""lett"": ""B"", ""lat"": 45.425306, ""lon"": 12.328428}, {""lett"": """", ""lat"": 45.425403, ""lon"": 12.328304}, {""lett"": ""A"", ""lat"": 45.425356, ""lon"": 12.328447}, {""lett"": ""D"", ""lat"": 45.425438, ""lon"": 12.32848}]",unique_parish_in_sestiere,"num=279.0: 5 doors, all in same parish; using first"
Girardi Amedeo,Castello 5789.4,Mestre,Barbieri,,,Category: Barbieri,,,,156,page_156_semantic.csv,industria,5789.0,,CASTELLO,,45.43707202873169,12.340086301184476,Santa Maria Formosa,CASTELLO,A,"[{""lett"": ""A"", ""lat"": 45.437072, ""lon"": 12.340086}, {""lett"": """", ""lat"": 45.437077, ""lon"": 12.340096}]",unique_parish_in_sestiere,"num=5789.0: 2 doors, all in same parish; using first"
Zanetti Giustina,"S. Marco, 5017",Murano,Bazar,,,Category: Barbieri,,,,157,page_157_semantic.csv,industria,5017.0,,SAN MARCO,,45.436762614803825,12.337141295746052,San Salvador,SAN MARCO,A,"[{""lett"": ""A"", ""lat"": 45.436763, ""lon"": 12.337141}, {""lett"": """", ""lat"": 45.436768, ""lon"": 12.337117}]",unique_parish_in_sestiere,"num=5017.0: 2 doors, all in same parish; using first"
Azienda Generale Italiana Petroli A.G.I.P.,"S. Marco, 5017, Via dei Petroli 1""",Murano,Benzina,,,"Benzina, depositi | ""Porto Marghera",,,,157,page_157_semantic.csv,industria,5017.0,,SAN MARCO,,45.436762614803825,12.337141295746052,San Salvador,SAN MARCO,A,"[{""lett"": ""A"", ""lat"": 45.436763, ""lon"": 12.337141}, {""lett"": """", ""lat"": 45.436768, ""lon"": 12.337117}]",unique_parish_in_sestiere,"num=5017.0: 2 doors, all in same parish; using first"
Damiani e Giorgio,S. Marco 4267,Murano,Benzina,,,depositi,,,,157,page_157_semantic.csv,industria,4267.0,,SAN MARCO,,45.435664445373995,12.335011609314686,San Luca,SAN MARCO,A,"[{""lett"": ""A"", ""lat"": 45.435664, ""lon"": 12.335012}, {""lett"": ""B"", ""lat"": 45.435717, ""lon"": 12.33505}, {""lett"": ""C"", ""lat"": 45.435733, ""lon"": 12.335126}, {""lett"": """", ""lat"": 45.435742, ""lon"": 12.335166}, {""lett"": ""D"", ""lat"": 45.435749, ""lon"": 12.335206}]",unique_parish_in_sestiere,"num=4267.0: 5 doors, all in same parish; using first"
Cucchini Ines,S. Marco 379,Murano,Biancheria e affini,,,Category: Barbieri,,,,157,page_157_semantic.csv,industria,379.0,,SAN MARCO,,45.43534412138495,12.3401493055442,San Marco,SAN MARCO,B,"[{""lett"": ""B"", ""lat"": 45.435344, ""lon"": 12.340149}, {""lett"": ""C"", ""lat"": 45.435351, ""lon"": 12.340195}, {""lett"": """", ""lat"": 45.435324, ""lon"": 12.340059}, {""lett"": ""A"", ""lat"": 45.435328, ""lon"": 12.340076}]",unique_parish_in_sestiere,"num=379.0: 4 doors, all in same parish; using first"
Masucci Pietro,"S. Croce, 920",Murano,Biancheria e affini,,,Category: Barbieri,,,,157,page_157_semantic.csv,industria,920.0,,SANTA CROCE,,45.44053510548378,12.324080168198654,San Simeone Profeta,SANTA CROCE,,"[{""lett"": """", ""lat"": 45.440535, ""lon"": 12.32408}, {""lett"": ""A"", ""lat"": 45.440583, ""lon"": 12.324165}]",unique_parish_in_sestiere,"num=920.0: 2 doors, all in same parish; using first"
Berti,"S. Marco, Calle Goldoni 4487 di fronte Hotel Bonvecchiati.",Mestre,Biancheria per Signora,,,"Biancheria fine per signora finita e su commissioni,  Corredi,  Ricami a mano",,,,158,page_158_semantic.csv,industria,4487.0,,SAN MARCO,,45.43528985752118,12.335714170036573,San Luca,SAN MARCO,,"[{""lett"": """", ""lat"": 45.43529, ""lon"": 12.335714}, {""lett"": ""B"", ""lat"": 45.435265, ""lon"": 12.335714}, {""lett"": ""A"", ""lat"": 45.435231, ""lon"": 12.335718}, {""lett"": ""C"", ""lat"": 45.435212, ""lon"": 12.335719}]",unique_parish_in_sestiere,"num=4487.0: 4 doors, all in same parish; using first"
Stabilimento Wabersich,S. Geremia 99 e.,Mestre,Bigiotterie,,,Category: Barbieri,,,,158,page_158_semantic.csv,industria,99.0,E,,San Geremia,45.44260947117313,12.32103175951632,San Geremia,CANNAREGIO,,"[{""lett"": """", ""lat"": 45.442609, ""lon"": 12.321032}, {""lett"": ""A"", ""lat"": 45.442485, ""lon"": 12.321207}, {""lett"": ""B"", ""lat"": 45.442476, ""lon"": 12.32122}, {""lett"": ""C"", ""lat"": 45.442302, ""lon"": 12.321457}, {""lett"": ""D"", ""lat"": 45.442268, ""lon"": 12.321505}]",exact_parish_multi_door,"num=99.0: 5 doors in parish, using first"
Birra Dreher,Giudecca 796.,Mestre,Birra,,,Depositi,,,,158,page_158_semantic.csv,industria,796.0,,GIUDECCA,,45.42769762514709,12.32166338956203,Giudecca2,GIUDECCA,,"[{""lett"": """", ""lat"": 45.427698, ""lon"": 12.321663}, {""lett"": ""A"", ""lat"": 45.427678, ""lon"": 12.321728}]",unique_parish_in_sestiere,"num=796.0: 2 doors, all in same parish; using first"
